code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MUM76.h1;DIRNO;237676517;A28;76PR91D;800;76PR94D;840;1;NORD_SUD;Y;;3035;0;569981.6;6938140.0;568217.6;6935783.5;RO76
A0001011200;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.B8;DIRSO;733131555;A620;31PR1G;751;31PR2G;604;1;SUD_NORD;W;INTERIEUR;834;0;572626.2;6284049.5;572552.9;6283075.0;TO31
MSR69.K1;DIRCE;;;;0;;;;;;;0;0;;;;;
MUM76.h2;DIRNO;237676517;A28;76PR91G;800;76PR94G;840;1;SUD_NORD;W;;3042;0;569985.7;6938129.5;568226.06;6935779.0;RO76
N0041010100;DIRN;;;;0;;;;;;;0;0;;;;;
MB233.Z1;DIRA;723333075;A630;33PR9D;578;33PR10D;301;1;NORD_SUD;Y;EXTERIEUR;1030;3;414987.7;6427724.5;414042.7;6427039.0;BX33
MSR69.K2;DIRCE;;;;0;;;;;;;0;0;;;;;
MYL42.R1;DIRCE;824242095;N88;42PR49D;150;42PR51D;200;1;NORD_SUD;Y;;0;0;801030.56;6477775.5;799703.25;6476555.5;ST42
MB233.Z2;DIRA;723333075;A630;33PR9G;600;33PR10G;302;1;SUD_NORD;W;INTERIEUR;1000;3;414969.9;6427708.0;414051.8;6427035.0;BX33
MB133.Q2;DIRA;723333122;A63;6;980;;;2;;;;1500;2;;;;;
MM313.k2;DIRMED;931313055;A50;13PR5G;252;13PR5G;752;1;EST_OUEST;W;;500;0;899135.8;6246745.0;899135.8;6246745.0;MA13
MYP69.H3;DIRCE;;;;0;;;;;;;0;0;;;;;
A9022010250;DIRN;;;;0;;;;;;;0;0;;;;;
MRC14.T2;DIRNO;251414118;N814;14PR9G;700;14PR11G;0;1;OUEST_EST;W;INTERIEUR;1026;0;452324.44;6904883.5;450728.7;6904383.5;CA14
MRC14.T1;DIRNO;251414118;N814;14PR9D;700;14PR11D;0;1;EST_OUEST;Y;EXTERIEUR;946;0;452323.66;6904901.0;450801.1;6904456.5;CA14
A0001020150;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.l2;DIRMED;931313055;A50;13PR5G;716;13PR6G;216;1;EST_OUEST;W;;506;0;899135.8;6246745.0;900066.44;6247077.0;MA13
MY269.D1;DIRCE;826969256;A42;69PR2D;901;69PR3D;669;1;OUEST_EST;W;;777;0;848835.0;6523230.0;849757.0;6523618.0;LY69
MY269.D2;DIRCE;826969256;N346;69PR26G;415;69PR27G;750;1;SUD_NORD;W;;1211;0;849578.56;6524540.0;849899.7;6523705.0;LY69
MYL42.R2;DIRCE;824242095;N88;42PR49G;150;42PR51G;200;1;SUD_NORD;W;;0;0;801032.1;6477766.5;799712.4;6476555.0;ST42
MWN44.C2;DIRO;524444109;N844;44PR3G;300;44PR3G;900;1;OUEST_EST;W;EXTERIEUR;611;0;357535.62;6693705.0;357535.62;6693705.0;NA44
MWN44.C1;DIRO;524444109;N844;44PR3D;300;44PR3D;950;1;EST_OUEST;Y;INTERIEUR;662;0;357530.06;6693693.0;357530.06;6693693.0;NA44
MB631.A7;DIRSO;733131555;A620;31PR1D;751;31PR2D;604;1;NORD_SUD;Y;EXTERIEUR;829;0;572623.6;6284050.0;572538.75;6283076.5;TO31
MB831.U6;DIRSO;733131149;N124;31PR10G;172;31PR10G;937;1;OUEST_EST;Y;;767;0;563826.6;6280063.5;563826.6;6280063.5;TO31
MB831.U5;DIRSO;733131149;N124;31PR10D;172;31PR10D;937;1;EST_OUEST;W;;765;0;563826.56;6280065.5;563826.56;6280065.5;TO31
MM713.N1;DIRMED;931313071;A7;13PR267D;230;13PR269D;826;1;NORD_SUD;Y;;3113;0;886681.44;6258795.0;888626.9;6259173.5;MA13
MA311.T1;DIRA;;;;;;;;;;;0;0;;;;;
MA311.T2;DIRA;;;;;;;;;;;0;0;;;;;
MM613.C1;DIRMED;931313071;A55;13PR16G;474;13PR16G;974;1;OUEST_EST;Y;;497;0;884532.0;6257481.0;884532.0;6257481.0;MA13
N0356011700;DIRN;;;;0;;;;;;;0;0;;;;;
N9227110200;DIRN;;;;0;;;;;;;0;0;;;;;
MM113.Y1;DIRMED;931313001;A51;13PR12D;886;13PR13D;386;1;SUD_NORD;W;;493;0;894862.56;6268104.0;894742.4;6269090.5;MA13
MY269.C6;DIRCE;;;;0;;;;;;;0;0;;;;;
A0022013600;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.m2;DIRMED;931313055;A50;13PR6G;309;13PR6G;809;1;EST_OUEST;W;;498;0;900066.44;6247077.0;900066.44;6247077.0;MA13
MY269.C1;DIRCE;826969256;A42;69PR1D;701;69PR2D;900;1;OUEST_EST;W;;0;0;847901.8;6522898.0;848835.0;6523230.0;LY69
MB333.e4;DIRA;723333013;N230;42;398;;;2;;;;307;3;;;;;
MY269.C4;DIRCE;826969256;A42;69PR2G;401;69PR2G;979;1;EST_OUEST;Y;;588;0;848830.1;6523246.5;848830.1;6523246.5;LY69
A0022022310;DIRN;;;;0;;;;;;;0;0;;;;;
MB333.e2;DIRA;723333013;N230;33PR42G;17;33PR42G;680;1;NORD_SUD;Y;INTERIEUR;663;3;423310.2;6424567.5;423310.2;6424567.5;BX33
MY269.C2;DIRCE;826969256;A42;69PR1G;801;69PR2G;400;1;EST_OUEST;Y;;0;0;847894.5;6522912.5;848830.1;6523246.5;LY69
MB333.e1;DIRA;723333013;N230;33PR42D;19;33PR42D;681;1;SUD_NORD;W;EXTERIEUR;667;3;423324.0;6424567.5;423324.0;6424567.5;BX33
MB333.e8;DIRA;723333013;N230;42;398;;;2;;;;220;3;;;;;
MUM76.j1;DIRNO;237676498;N338;76PR7D;200;76PR7D;940;1;SUD_NORD;W;;676;0;559259.44;6927635.0;559259.44;6927635.0;RO76
MB333.e6;DIRA;723333013;N230;42;398;;;1;;;;240;3;;;;;
MB333.e5;DIRA;;;;0;;;;;;;0;0;;;;;
MUM76.j2;DIRNO;237676498;N338;76PR7G;200;76PR7G;940;1;NORD_SUD;Y;;683;0;559246.44;6927653.0;559246.44;6927653.0;RO76
MB233.X1;DIRA;723333075;A630;33PR8D;288;33PR9D;578;1;NORD_SUD;Y;EXTERIEUR;1127;3;415789.1;6427608.0;414987.7;6427724.5;BX33
MB233.X2;DIRA;723333075;A630;33PR8G;367;33PR9G;600;1;SUD_NORD;W;INTERIEUR;1062;3;415787.34;6427594.0;414969.9;6427708.0;BX33
MB333.e9;DIRA;723333013;N89;33PR49D;685;33PR50D;30;1;EST_OUEST;Y;;327;2;424376.4;6424781.5;423393.62;6424964.5;BX33
MB731.I8;DIRSO;733131555;A620;31PR17G;409;31PR18GC;400;1;SUD_NORD;W;INTERIEUR;991;0;577495.3;6275251.0;577992.94;6274403.5;TO31
MM713.O1;DIRMED;931313071;A7;13PR267D;861;13PR268D;361;1;NORD_SUD;Y;;517;0;886681.44;6258795.0;887683.1;6258877.0;MA13
MM313.i2;DIRMED;931313055;A50;13PR4G;300;13PR4G;800;1;EST_OUEST;W;;502;0;898253.5;6246272.5;898253.5;6246272.5;MA13
MB333.eB;DIRA;723333013;N89;33PR49D;500;33PR49D;685;1;EST_OUEST;Y;;390;2;424376.4;6424781.5;424376.4;6424781.5;BX33
MRC14.V2;DIRNO;251414341;N814;14PR23G;295;14PR25G;121;1;OUEST_EST;W;INTERIEUR;1833;0;456096.03;6899212.5;457958.2;6899602.5;CA14
MRC14.V1;DIRNO;251414341;N814;14PR23D;295;14PR25D;121;1;EST_OUEST;Y;EXTERIEUR;1846;0;456088.1;6899187.0;457973.0;6899590.5;CA14
MWL44.22;DIRO;524444172;A811;44PR4G;876;44PR6G;570;1;SUD_NORD;W;;1707;0;361400.38;6694029.5;361588.72;6692067.0;NA44
N0356021300;DIRN;;;;0;;;;;;;0;0;;;;;
MWL44.21;DIRO;524444172;A811;44PR4D;876;44PR6D;570;1;NORD_SUD;Y;;1701;0;361385.2;6694030.0;361572.88;6692070.0;NA44
N0227010902;DIRN;;;;0;;;;;;;0;0;;;;;
MY269.F3;DIRCE;826969256;N346;69PR26G;-350;69PR26G;414;1;SUD_NORD;W;;748;0;849578.56;6524540.0;849578.56;6524540.0;LY69
MYL42.P1;DIRCE;824242207;A47;42PR29D;200;42PR29D;1313;1;EST_OUEST;Y;;0;0;816985.94;6487149.0;816985.94;6487149.0;ST42
MY269.F4;DIRCE;;;;0;;;;;;;0;0;;;;;
MY269.F1;DIRCE;826969256;A42;69PR3D;700;69PR4D;325;1;OUEST_EST;W;;631;0;849757.0;6523618.0;849585.25;6524570.0;LY69
MY269.F2;DIRCE;826969256;A42;69PR3G;450;69PR4G;352;1;EST_OUEST;Y;;904;0;849603.06;6523772.5;849483.75;6524698.0;LY69
MYL42.P2;DIRCE;824242207;A47;42PR29G;200;42PR29G;1332;1;OUEST_EST;W;;0;0;816985.94;6487149.0;816985.94;6487149.0;ST42
MZ154.11;DIRE;415454304;A31;54PR248D;400;54PR253D;200;1;SUD_NORD;W;;4683;0;928971.9;6848317.0;932671.56;6850962.5;NA54
MB831.W2;DIRSO;733131149;N124;31PR10G;937;31PR11G;633;1;OUEST_EST;Y;;700;0;563826.6;6280063.5;562835.75;6280014.0;TO31
MB233.Y2;DIRA;723333162;A630;33PR12G;1488;33PR13G;444;1;SUD_NORD;W;INTERIEUR;642;3;412495.34;6425798.5;411311.06;6424908.5;BX33
MB631.C9;DIRSO;733131555;A620;31PR4D;905;31PR5D;816;1;NORD_SUD;Y;EXTERIEUR;925;0;572328.94;6281209.0;571969.0;6280289.0;TO31
MB233.Y1;DIRA;723333162;A630;33PR12D;1288;33PR13D;437;1;NORD_SUD;Y;EXTERIEUR;644;3;412494.03;6425801.0;411308.4;6424910.0;BX33
MZ154.12;DIRE;415454304;A31;54PR248G;400;54PR253G;200;1;NORD_SUD;Y;;4430;0;928961.1;6848395.5;932651.6;6850974.0;NA54
MM713.P1;DIRMED;931313071;A7;13PR268D;288;13PR268D;788;1;NORD_SUD;Y;;501;0;887683.1;6258877.0;887683.1;6258877.0;MA13
A0022011400;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.j2;DIRMED;931313055;A50;13PR4G;794;13PR5G;294;1;EST_OUEST;W;;502;0;898253.5;6246272.5;899135.8;6246745.0;MA13
MB831.W1;DIRSO;733131149;N124;31PR10D;937;31PR11D;633;1;EST_OUEST;W;;698;0;563826.56;6280065.5;562835.75;6280016.0;TO31
MRC14.W2;DIRNO;251414271;N814;14PR21G;945;14PR23G;295;1;OUEST_EST;W;INTERIEUR;1346;0;454454.4;6898681.0;456096.03;6899212.5;CA14
MWN44.F2;DIRO;524444109;N844;44PR5G;300;44PR5G;900;1;OUEST_EST;W;EXTERIEUR;1290;0;359330.3;6692943.5;359330.3;6692943.5;NA44
MWN44.F1;DIRO;524444109;N844;44PR5D;70;44PR5D;300;1;EST_OUEST;Y;INTERIEUR;828;0;359318.28;6692932.5;359318.28;6692932.5;NA44
MWL44.31;DIRO;524444114;A844;44PR36D;450;44PR36D;939;1;OUEST_EST;W;;483;0;352395.0;6694993.0;352395.0;6694993.0;NA44
MWL44.32;DIRO;524444114;A844;44PR36G;300;FRG;0;1;EST_OUEST;Y;;627;0;352395.0;6695005.0;353310.0;6695120.0;NA44
MBG33.R2;DIRA;723333167;N230;33PR37G;616;33PR38G;329;1;NORD_SUD;Y;INTERIEUR;688;3;422504.88;6420039.0;423273.97;6420643.5;BX33
A0022021200;DIRN;;;;0;;;;;;;0;0;;;;;
MY269.E3;DIRCE;;;;0;;;;;;;0;0;;;;;
MYL42.O2;DIRCE;824242186;A47;42PR15G;200;42PR17G;600;1;OUEST_EST;W;;0;0;827420.0;6494310.0;825713.9;6493424.5;ST42
MY269.E1;DIRCE;826969256;A42;69PR2G;980;69PR3G;449;1;EST_OUEST;Y;;460;0;848830.1;6523246.5;849603.06;6523772.5;LY69
MYL42.O1;DIRCE;824242186;A47;42PR15D;200;42PR17D;600;1;EST_OUEST;Y;;0;0;827420.0;6494310.0;825713.9;6493424.5;ST42
MY269.E7;DIRCE;;;;0;;;;;;;0;0;;;;;
MB631.D4;DIRSO;733131555;A620;31PR4G;905;31PR5G;816;1;SUD_NORD;W;INTERIEUR;944;0;572352.1;6281207.5;571953.56;6280311.5;TO31
MRC14.W1;DIRNO;251414271;N814;14PR21D;945;14PR23D;295;1;EST_OUEST;Y;EXTERIEUR;1324;0;454470.78;6898672.0;456088.1;6899187.0;CA14
MBG33.R1;DIRA;723333167;N230;33PR37D;630;33PR38D;337;1;SUD_NORD;W;EXTERIEUR;680;3;422514.56;6420030.0;423284.94;6420635.5;BX33
MY269.E5;DIRCE;826969256;N346;69PR26D;415;69PR27D;30;1;NORD_SUD;Y;;627;0;849573.0;6524500.0;849879.75;6523611.0;LY69
MB631.F8;DIRSO;733131555;A620;31PR7G;396;31PR8G;77;1;SUD_NORD;W;INTERIEUR;658;0;570544.9;6278999.5;570741.7;6278044.5;TO31
MM713.I1;DIRMED;931313117;A7;13PR264G;687;13PR265G;187;1;SUD_NORD;W;;395;0;884197.2;6260332.5;884866.3;6259737.5;MA13
MYL42.V1;DIRCE;824242097;A72;42PR14D;0;42PR16D;650;1;EST_OUEST;W;;0;0;801753.44;6490534.0;800827.7;6492221.0;ST42
Mm113.B1;DIRMED;931313106;A517;13PR0D;0;13PR0D;115;1;OUEST_EST;Y;;117;0;890190.0;6258680.0;890190.0;6258680.0;MA13
A9022020250;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.V2;DIRCE;824242097;A72;42PR14G;0;42PR16G;11;1;OUEST_EST;Y;;0;0;801737.94;6490525.5;800817.25;6492210.5;ST42
N0041010300;DIRN;;;;0;;;;;;;0;0;;;;;
A9022021100;DIRN;;;;0;;;;;;;0;0;;;;;
A0022011210;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.G4;DIRSO;733131555;A620;31PR11G;401;31PR12G;206;1;SUD_NORD;W;INTERIEUR;793;0;572251.94;6275670.5;573217.8;6275883.5;TO31
MZO57.R2;DIRE;415757463;N431;57PR3G;500;57PR8G;400;1;SUD_NORD;W;;4905;0;936001.25;6893074.5;933222.25;6889330.0;ME57
A0027020100;DIRN;;;;0;;;;;;;0;0;;;;;
MRC14.P1;DIRNO;251414437;N814;14PR26D;735;14PR27D;375;1;EST_OUEST;Y;EXTERIEUR;623;0;458523.6;6900415.5;459059.5;6901238.0;CA14
MZO57.R1;DIRE;415757463;N431;57PR3D;500;57PR8D;400;1;NORD_SUD;Y;;4903;0;935993.06;6893088.5;933222.25;6889347.5;ME57
MB333.h2;DIRA;723333162;A630;33PR11G;722;33PR12G;749;1;SUD_NORD;W;INTERIEUR;1037;3;413226.44;6426336.5;412495.34;6425798.5;BX33
MB333.h1;DIRA;723333162;A630;33PR11D;725;33PR12D;852;1;NORD_SUD;Y;EXTERIEUR;1040;3;413225.16;6426338.0;412494.03;6425801.0;BX33
MB631.G3;DIRSO;733131555;A620;31PR8D;930;31PR9D;727;1;NORD_SUD;Y;EXTERIEUR;805;0;570736.7;6278043.5;571124.7;6277142.0;TO31
MB831.P3;DIRSO;733131555;A620;31PR15D;464;31PR15D;977;1;NORD_SUD;Y;EXTERIEUR;512;0;575906.44;6276048.5;575906.44;6276048.5;TO31
MB831.P4;DIRSO;733131555;A620;31PR15G;464;31PR15G;977;1;SUD_NORD;W;INTERIEUR;513;0;575904.6;6276051.5;575904.6;6276051.5;TO31
A9022010450;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.G4;DIRSO;733131555;A620;31PR8G;930;31PR9G;727;1;SUD_NORD;W;INTERIEUR;804;0;570741.7;6278044.5;571128.7;6277144.5;TO31
A0001010300;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.E9;DIRSO;733131555;A620;31PR7D;396;31PR8D;77;1;NORD_SUD;Y;EXTERIEUR;661;0;570533.9;6279000.5;570736.7;6278043.5;TO31
MB731.H1;DIRSO;733131149;N124;31PR9D;421;31PR10D;172;1;EST_OUEST;W;;752;0;564850.6;6280070.5;563826.56;6280065.5;TO31
MM713.J1;DIRMED;931313071;A7;13PR265G;188;13PR265G;820;1;SUD_NORD;W;;635;0;884866.3;6259737.5;884866.3;6259737.5;MA13
MYL42.U2;DIRCE;824242218;A72;42PR2G;850;42PR3G;300;1;OUEST_EST;Y;;0;0;811116.94;6484325.5;810359.0;6484970.0;ST42
MB831.Q3;DIRSO;733131555;A620;31PR15D;977;31PR16D;633;1;NORD_SUD;Y;EXTERIEUR;658;0;575906.44;6276048.5;576754.94;6275925.5;TO31
MYL42.U1;DIRCE;824242218;A72;42PR2D;850;42PR3D;300;1;EST_OUEST;W;;0;0;811124.94;6484334.5;810367.0;6484979.0;ST42
MM313.h2;DIRMED;931313055;A50;13PR3G;886;13PR4G;386;1;EST_OUEST;W;;491;0;897288.5;6246023.0;898253.5;6246272.5;MA13
MB731.H2;DIRSO;733131149;N124;31PR9G;421;31PR10G;172;1;OUEST_EST;Y;;749;0;564850.0;6280067.5;563826.6;6280063.5;TO31
A0022011220;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.H2;DIRO;524444109;N844;44PR5G;900;44PR6G;700;1;OUEST_EST;W;EXTERIEUR;805;0;359330.3;6692943.5;360138.0;6692362.5;NA44
MWN44.H1;DIRO;524444109;N844;44PR5D;900;44PR7D;100;1;EST_OUEST;Y;INTERIEUR;1553;0;359318.28;6692932.5;361156.38;6691475.0;NA44
MZO57.Q1;DIRE;415757552;N431;57PR8D;400;FRD;0;1;NORD_SUD;Y;;6304;0;933222.25;6889347.5;927664.0;6886368.0;ME57
MZO57.Q2;DIRE;415757552;N431;57PR8G;400;FRG;0;1;SUD_NORD;W;;6307;0;933222.25;6889330.0;927668.0;6886353.0;ME57
N0227021400;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.Q4;DIRSO;733131555;A620;31PR15G;977;31PR16G;633;1;SUD_NORD;W;INTERIEUR;673;0;575904.6;6276051.5;576756.25;6275927.0;TO31
A9022101110;DIRN;;;;0;;;;;;;0;0;;;;;
MBG33.T1;DIRA;723333065;N230;33PR36D;184;33PR36D;835;1;SUD_NORD;W;EXTERIEUR;650;3;421766.97;6419422.5;421766.97;6419422.5;BX33
MBG33.T2;DIRA;723333065;N230;33PR36G;176;33PR36G;828;1;NORD_SUD;Y;INTERIEUR;652;3;421754.22;6419426.0;421754.22;6419426.0;BX33
A0022022110;DIRN;;;;0;;;;;;;0;0;;;;;
A0001011420;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.T1;DIRCE;824242044;N88;42PR46D;650;42PR49D;150;1;NORD_SUD;Y;;0;0;803733.6;6478003.5;801030.56;6477775.5;ST42
MB831.R1;DIRSO;733131555;A620;31PR16D;633;31PR17D;409;1;NORD_SUD;Y;EXTERIEUR;772;0;576754.94;6275925.5;577492.3;6275248.5;TO31
MB831.R2;DIRSO;733131555;A620;31PR16G;633;31PR17G;409;1;SUD_NORD;W;INTERIEUR;780;0;576756.25;6275927.0;577495.3;6275251.0;TO31
MYL42.T2;DIRCE;824242044;N88;42PR46G;650;42PR49G;150;1;SUD_NORD;W;;0;0;803735.8;6477995.5;801032.1;6477766.5;ST42
MB133.O2;DIRA;723333448;A62;33PR6G;153;33PR9G;980;1;SUD_NORD;W;;3820;2;420998.0;6408901.0;422592.0;6406409.0;BX33
MB133.O1;DIRA;723333448;A62;33PR6D;153;33PR9D;980;1;NORD_SUD;Y;;3820;2;420987.0;6408896.0;422582.0;6406401.0;BX33
MM313.e2;DIRMED;931313055;A50;13PR2G;255;13PR2G;755;1;EST_OUEST;W;;499;0;896301.56;6245869.0;896301.56;6245869.0;MA13
N0356010800;DIRN;;;;0;;;;;;;0;0;;;;;
MB333.j1;DIRA;723333318;A630;33PR21D;939;33PR22D;977;1;NORD_SUD;Y;EXTERIEUR;810;3;410548.2;6418349.5;411230.72;6417593.5;BX33
MB731.D7;DIRSO;733131555;A624;31PR3D;76;31PR3D;606;1;EST_OUEST;Y;;536;0;568211.4;6280230.5;568211.4;6280230.5;TO31
MRC14.R2;DIRNO;251414137;N13;14PR71G;45;14PR75G;40;1;OUEST_EST;W;;4004;0;449397.1;6904701.5;445595.12;6905883.5;CA14
MRC14.R1;DIRNO;251414587;N13;14PR71D;45;14PR75D;40;1;EST_OUEST;Y;;4003;0;449398.22;6904704.5;445596.97;6905886.5;CA14
MB333.j2;DIRA;723333318;A630;33PR21G;942;33PR22G;962;1;SUD_NORD;W;INTERIEUR;802;3;410550.84;6418351.5;411234.62;6417595.0;BX33
A0022022320;DIRN;;;;0;;;;;;;0;0;;;;;
MB631.I6;DIRSO;733131555;A620;31PR10G;328;31PR10G;825;1;SUD_NORD;W;INTERIEUR;497;0;571532.25;6276215.5;571532.25;6276215.5;TO31
A0001011412;DIRN;;;;0;;;;;;;0;0;;;;;
A0001011411;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.S2;DIRCE;824242207;N88;42PR31G;750;42PR33G;250;1;SUD_NORD;W;;0;0;815632.25;6484927.0;814249.7;6483524.0;ST42
MYL42.S1;DIRCE;824242207;N88;42PR31D;750;42PR33D;250;1;NORD_SUD;Y;;0;0;815622.75;6484936.0;814244.56;6483536.5;ST42
MB133.P1;DIRA;723333090;A63;33PR5D;99;33PR7D;106;1;NORD_SUD;Y;;2005;2;409014.5;6413696.0;407488.06;6412417.5;BX33
MB133.P2;DIRA;723333090;A63;33PR5G;99;33PR7G;106;1;SUD_NORD;W;;1305;2;409031.3;6413676.0;407505.47;6412397.5;BX33
MB731.F3;DIRSO;733131555;A620;31PR11D;401;31PR12D;206;1;NORD_SUD;Y;EXTERIEUR;793;0;572258.44;6275650.5;573220.9;6275857.5;TO31
MRC14.S1;DIRNO;;N158;;0;;;1;;;;3017;0;;;;;
MBG33.V1;DIRA;723333065;N230;33PR35D;457;33PR36D;184;1;SUD_NORD;W;EXTERIEUR;645;3;421469.62;6418524.0;421766.97;6419422.5;BX33
MB731.E8;DIRSO;733131555;A624;31PR3G;71;31PR3G;599;1;OUEST_EST;W;;524;0;568208.2;6280216.5;568208.2;6280216.5;TO31
MWN44.J2;DIRO;524444172;N844;44PR7G;700;44PR7G;1700;1;OUEST_EST;W;EXTERIEUR;1004;0;361174.47;6691485.5;361174.47;6691485.5;NA44
MWN44.J1;DIRO;524444172;N844;44PR7D;1050;44PR7D;1775;1;EST_OUEST;Y;INTERIEUR;726;0;361156.38;6691475.0;361156.38;6691475.0;NA44
N0356021110;DIRN;;;;0;;;;;;;0;0;;;;;
MB831.S9;DIRSO;733131555;A620;31PR17D;409;31PR18DC;400;1;NORD_SUD;Y;EXTERIEUR;985;0;577492.3;6275248.5;577973.56;6274403.5;TO31
MB631.H3;DIRSO;733131555;A620;31PR10D;328;31PR10D;825;1;NORD_SUD;Y;EXTERIEUR;496;0;571528.94;6276214.5;571528.94;6276214.5;TO31
MBG33.V2;DIRA;723333065;N230;33PR35G;518;33PR36G;176;1;NORD_SUD;Y;INTERIEUR;628;3;421461.62;6418533.5;421754.22;6419426.0;BX33
A0022022330;DIRN;;;;0;;;;;;;0;0;;;;;
MPC14.12;DIRNO;251414036;A13;14PR219GC;600;14PR222GC;265;1;OUEST_EST;W;;2651;0;462524.44;6901389.0;459533.3;6901505.5;CA14
A0001010510;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.u2;DIRMED;931313071;A55;13PR10G;310;13PR10G;722;1;OUEST_EST;Y;;413;0;888130.0;6255316.0;888130.0;6255316.0;MA13
MM313.c2;DIRMED;931313055;A50;13PR1G;346;13PR1G;846;1;EST_OUEST;W;;501;0;895311.94;6245775.0;895311.94;6245775.0;MA13
MPU76.22;DIRNO;237676319;A13;76PR118GC;500;76PR122GC;0;1;OUEST_EST;W;;3505;0;553853.6;6917303.0;549907.0;6917692.5;RO76
MPU76.21;DIRNO;237676319;A13;76PR116DC;500;76PR121DC;11;1;EST_OUEST;Y;;4508;0;555830.7;6917327.5;550897.9;6917473.5;RO76
MPC14.11;DIRNO;251414036;A13;14PR219DC;600;14PR222DC;265;1;EST_OUEST;Y;;2665;0;462524.44;6901398.0;459532.3;6901522.0;CA14
MM113.b2;DIRMED;931313106;A51;13PR0G;930;13PR1G;509;1;NORD_SUD;Y;;575;0;890524.0;6257870.0;890905.4;6258781.0;MA13
MRC14.L2;DIRNO;251414587;N13;14PR69G;0;14PR71G;45;1;OUEST_EST;W;;1492;0;450859.7;6904431.0;449397.1;6904701.5;CA14
MRC14.L1;DIRNO;251414587;N13;14PR69D;0;14PR71D;45;1;EST_OUEST;Y;;1613;0;450859.44;6904433.0;449398.22;6904704.5;CA14
MM713.U1;DIRMED;931313071;A7;13PR270D;833;13PR271D;333;1;NORD_SUD;Y;;491;0;889590.3;6258994.5;890367.06;6258436.0;MA13
MBG33.Y1;DIRA;723333039;N230;33PR34D;0;33PR35D;457;1;SUD_NORD;W;EXTERIEUR;1520;3;420744.0;6417841.0;421469.62;6418524.0;BX33
N0356021122;DIRN;;;;0;;;;;;;0;0;;;;;
MBG33.Y2;DIRA;723333039;N230;33PR34G;0;33PR35G;518;1;NORD_SUD;Y;INTERIEUR;1528;3;420735.0;6417845.0;421461.62;6418533.5;BX33
MYL42.J2;DIRCE;824242218;A72;42PR5G;400;42PR6G;350;1;OUEST_EST;Y;;0;0;808841.25;6486155.0;807899.7;6485931.5;ST42
MB133.Y2;DIRA;723333080;A62;33PR2G;736;33PR3G;206;1;SUD_NORD;W;;3406;2;419568.0;6412608.0;419901.0;6411672.0;BX33
MB133.Y1;DIRA;723333080;A62;33PR2D;736;33PR3D;206;1;NORD_SUD;Y;;3406;2;419557.0;6412605.0;419890.0;6411668.0;BX33
Mm513.Y1;DIRMED;931313071;A551;13PR0D;0;13PR0D;500;1;NORD_SUD;Y;;511;0;885795.0;6259010.0;885795.0;6259010.0;MA13
MB133.Y4;DIRA;723333080;A62;33PR3G;206;33PR6G;153;1;SUD_NORD;W;;2931;2;419901.0;6411672.0;420998.0;6408901.0;BX33
MB133.Y3;DIRA;723333080;A62;33PR3D;206;33PR6D;153;1;NORD_SUD;Y;;2931;2;419890.0;6411668.0;420987.0;6408896.0;BX33
MM213.j2;DIRMED;931313055;A507;13PR6G;311;13PR7G;110;1;SUD_NORD;W;;801;0;896765.7;6248925.5;896886.9;6247926.5;MA13
MWI35.71;DIRO;;;;;;;;;;;0;0;;;;;
N0356021121;DIRN;;;;0;;;;;;;0;0;;;;;
MWI35.72;DIRO;;;;;;;;;;;0;0;;;;;
MB731.S4;DIRSO;733131555;A620;31PR2G;604;31PR3G;365;1;SUD_NORD;W;INTERIEUR;728;0;572552.9;6283075.0;572423.8;6282116.5;TO31
MWJ35.A1;DIRO;;;;;;;;;;;0;0;;;;;
MWJ35.A2;DIRO;;;;;;;;;;;0;0;;;;;
MrC14.B1;DIRNO;251414118;N814;14PR7D;500;14PR8D;305;1;EST_OUEST;Y;EXTERIEUR;793;0;454240.56;6905173.5;453328.44;6904829.0;CA14
MM413.m2;DIRMED;931313005;A501;13PR1G;435;13PR1G;935;1;NORD_SUD;Y;;501;0;907573.9;6247154.0;907573.9;6247154.0;MA13
MrC14.B2;DIRNO;251414118;N814;14PR7G;500;14PR8G;305;1;OUEST_EST;W;INTERIEUR;802;0;454248.44;6905165.0;453326.84;6904811.0;CA14
MYL42.J1;DIRCE;824242218;A72;42PR5D;400;42PR6D;350;1;EST_OUEST;W;;0;0;808838.7;6486167.0;807906.9;6485941.0;ST42
MM513.t2;DIRMED;931313055;A55;13PR9G;745;13PR10G;210;1;OUEST_EST;Y;;496;0;888943.0;6254723.0;888130.0;6255316.0;MA13
